"Null","Site","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
1.05230626103821,-1.51345119139124,1.41853341017035,2.99015231540775,3.32659140968251,2.67179952459804,2.8414299886541,2.32354709466464,2.61190957371267,2.70954955584125,3.42540372358621,3.06010612420751,3.49879106276281,3.57830656977901
-12.0600279991623,3.57381084779845,4.92099887805701,2.84698181709809,2.75008770550652,2.3979807698294,3.55140928371664,3.71131334723267,3.38345233081416,3.24522713436037,2.858984530645,2.58778025007955,2.74276378291562,2.3549826056888
-2.96585449585161,-5.52776677480411,-6.08553551880233,-3.12107190287763,-4.95257135816952,-2.38490344524907,6.80152936905775,7.32936935330843,6.14119950404338,-5.3249667616611,-5.49161350361039,5.72718552177016,-4.8654878793122,-4.87021343585514
1.47092437511037,4.71521764222615,4.948861738826,4.53904583977871,4.39022889640066,4.85293995300258,4.31642166517773,4.48351548565642,4.4076871503617,4.62797752989201,4.56359319242085,4.56783463574457,4.66222834826074,4.1270605182164
-10.3183783150518,-3.14733805664779,-2.91361667794391,-3.50462011555045,-2.93316468353498,-3.15852823730794,-3.25174302478946,-3.18887694604952,-3.01424117508172,-2.66559517063796,-1.48950662502788,-2.19490389146935,-2.25269043465156,-2.16865356458435
-15.1896458916358,-5.5228048701167,-3.11556072546379,-6.31739339195208,-4.261019487492,-4.84185620745768,-5.90679253341164,-4.3134897493456,-6.2818878050019,-4.45211272167772,-4.76761220431932,-5.53963474617155,-4.88762611068404,-3.92973477118234
-6.12273556755871,-4.44491139434531,-4.70753467747292,-4.72600579512554,-5.82765633008171,-5.90001139203683,-5.18912313379201,-4.41912950827783,-4.27223196810799,-4.04370188481866,-3.91691863305614,-3.5620040816994,-3.77148842780985,-3.2712537028198
-12.14963354492,-3.26371616594648,-1.8660306084702,-2.13245982784302,-2.29904167161137,-2.90295409663976,-1.94269951250709,-2.34965785592765,-2.90576634210781,-2.03059018966476,-2.38366704242852,-2.08834479847605,-2.14166598937537,-2.1978443848509
-16.389519352061,-8.01152731732498,-8.50484621986785,-7.41271452016252,-7.09398486123889,-7.40255029678169,-6.87733927288456,-7.73400283670063,-7.6140816342977,-7.9389931861151,-7.78363956676358,-7.61645615713307,-7.31191966671459,-7.99716776875055
0.255115377996522,6.54184994771463,4.66533333260856,6.7717600698716,4.24844904045344,4.20612790574158,5.5713825944212,5.29597547626411,4.8563388718904,4.61219256984687,4.17893571518407,4.09691901723908,0.726696221989251,0.46382997438691
-6.80957157722666,-8.81168757342101,-4.12156142334951,-3.1842558136095,-3.68512280974318,-3.27320339474501,-3.36927413348042,-3.3805879359765,-3.5222319527108,-3.56454438086418,-3.23132447604833,-3.55229168839658,-4.29241995501042,-4.16349376269837
-21.1439342490952,-11.5721465434886,-5.97796231933342,-8.17549609956941,-9.45930135915338,-5.70736753357464,-5.03166146047752,-4.89964105684934,-5.78565158847086,-5.53199013089016,-5.96393598785156,-6.90052007475021,-7.0565652385583,-7.15720793800006
-7.43953124960859,-9.96529239332377,-7.84335626788052,-7.84820947066678,-7.2993562303398,-6.37304597513304,-7.4500544919319,-7.73892382246646,-6.6050614635306,-7.23151180836889,-7.17610383743908,-6.71532134820393,-7.06454908432697,-6.44775022785843
-12.8767493737621,3.92846710590438,4.07560663620635,3.13112474381216,5.00046848348689,5.31265759490888,3.27609688518653,3.69928864165122,6.4672001758908,4.60445473204391,7.59878485059276,6.26774467978878,6.49819400083701,6.61547691894279
-11.7122507363735,-6.84481260909422,-8.61392207454639,-7.66401707704165,-8.11074935284484,-7.68824273714522,-6.93795456547136,-6.81835313850031,-7.65018099729779,-7.44217980411939,-7.21105594293711,-6.94068359588521,-7.16334599229416,-6.96711171085617
-7.26423204609516,-0.078611739302298,-0.473474597427296,0.0950578852887487,0.127552053829014,-0.00101673772735407,-0.460233594499552,0.24263793567644,-5.09746502122318,0.246707769816646,0.300700414098167,0.232902927256662,0.132482150257106,0.03838397769564
-9.09392492313028,-6.64946865506228,-5.75828893165756,-9.0601628480934,-5.58935359571839,-4.80062729062183,-4.43354376516451,-6.02317845459626,-2.8065439122672,-4.26911656768171,-3.9074253988088,-3.94397724021674,-6.31706277376478,-3.75158546776157
-1.3283511125624,-3.99710491179902,-2.11675070882624,-1.17805550897932,-0.847284270121546,-0.586149866274234,-0.943767777880755,-1.06073030936526,-0.987090383831493,-0.779473828868852,-0.778589414670525,-0.453220534593639,-0.432370202098062,4.41365878808299
-10.3617002255995,-5.41653435280769,-3.00566796796793,-5.51455943214315,-4.64181300685088,-5.43812173618582,-4.99990421547417,-5.10686468443692,-5.10052755902431,-4.84305437003366,-4.85832395901229,-4.39289844317682,-5.00377783368523,-5.45162014432118
1.12605084018475,0.356886731037503,1.07149050501694,1.34368366745203,0.288582515900202,1.11827609220857,9.76493805730329,9.91277426735367,9.7014588736466,9.81132848967746,9.96209927710986,10.0586471193835,9.73384348140195,9.91970676627392
-8.49679706751083,-11.0104910314023,-10.3118913187645,-10.5843211326431,-5.88748424415584,-6.29112336369573,-6.22621421215665,-6.26140731636716,-6.18174892723377,-6.2622814326323,-6.18492765766568,-6.14232519850702,-6.11648139744233,-6.19937713566443
-5.14959249057315,-7.53682087626955,-0.814106757358194,0.143498932055642,-0.100310275927107,0.212435881339761,0.17186382255418,-0.105377179905825,-0.900826447933543,0.0903753408387055,-0.714125245146098,-0.760559618453539,-0.502260484369991,-0.209938411389465
-12.3114861061477,-7.40550570356941,-8.4231577283367,-7.67408105555602,-8.92711531508328,-6.96401406329325,-7.3677517929568,-7.27012824321234,-7.60690743402609,-7.38448789371117,-7.63618920710713,-7.12526851760717,-6.99395587686058,-7.20988717435901
-7.11936070541424,-7.68129946923835,-7.01258349011993,-7.08460115808084,-7.05448850059813,-6.2562036108086,-6.50312605296436,-5.08189648045249,-4.96571037023389,-4.7299958675621,-4.81783747287911,-4.74947290762942,-4.74914260196603,-4.92566938873522
-9.42335129130684,-10.6800702090332,-5.39088806901657,-6.95223237327675,-5.98859150966775,-5.3378169916842,-3.25215086457515,-4.08019527882013,-5.95015893259201,-3.39430322623422,-2.73462832656267,-2.8445557323621,-3.29627447389921,-3.26394207195347
-15.2411854094363,-7.09891243059442,-2.0846770346513,-5.68492833291991,-4.68938455814549,-4.85020036910051,-4.98871349571567,-4.9390892796308,-5.14621779154451,-4.99282362915571,-5.07389942725652,-5.1239338388462,-5.43412964348241,-4.38785056201828
-11.2641880861782,-13.7941026572688,-14.3389736782837,-14.2368016731403,-13.8423082667512,-14.0965195150748,-13.7429093548385,-3.10400155895031,-13.8631683239292,-3.38122181007365,-3.11275371604474,-3.35657779359687,-3.07984398289498,-3.20980159511281
-10.0345466502925,-1.96102521283842,-1.84616992116386,-1.04629361062262,-2.10488000745902,-2.82570953382358,-1.52633031268083,-1.93117448589242,-2.23215590134459,-2.33435755310034,-2.53511336304629,-2.1270477140218,-2.46611659191803,-2.71875268381468
-0.474268480905756,1.99955302571653,2.17977369541652,1.27928391862635,0.585332267320809,0.461495670818387,-0.168245458659689,0.154337666922473,0.471968336699984,0.548217505360457,0.181043601386566,0.109446101400963,0.10001244231476,0.2627491181031
-16.4176546379962,0.54669196778914,-0.223007299005001,0.534695524740768,-0.122305666743608,0.559521393306519,0.633803350769729,0.37540076458022,0.62213983546557,0.772901246187831,0.305674400210799,0.655622420632947,0.513471482567883,0.411110866665814
-5.46898438253461,-0.0222600062524698,-1.45110390593831,-2.79088354708892,-0.992155827679231,-1.36214792023918,0.257379128783084,-0.573085512588884,-0.529139898080963,0.571714162660409,-1.06427562750797,0.475894710675778,-0.501397870472871,-0.538033051851135
-10.6103800626293,-7.529144588229,-7.5284849334942,-7.46843910426793,-7.89821678373516,-7.18345443731962,-7.18284879890095,-7.11673101417903,-6.65106865042608,-6.79238146914946,-6.99350622330758,-6.68229636640904,-6.7984509301248,-6.27493307078903
-11.1317697650718,-9.23947118310554,-11.0016986144355,-6.3378825142373,-8.09133973350171,-9.60985992008977,-9.21782699321925,-9.41733550395368,-7.00722565424601,-6.63221855226874,-7.08640382091983,-6.89890613053686,-6.67987970115456,-6.5513338758315
-4.96118456586148,1.05766264055412,0.786655391056505,-0.0369727759386316,0.778675045548587,0.755595671292503,0.61899543939535,0.177238835897783,0.00891813884997204,1.0903661875985,1.0351859277585,0.591417800992374,-0.0329485471866544,-0.483284732321763
-4.86555417711952,-6.13298678126758,-4.93304013221068,-2.24104680667229,-1.4436821394951,-3.66639821578984,-2.06773321962878,-2.59226695987584,-3.21930630203762,-1.28941625753206,-1.60211122284935,-1.38193476195997,-1.05316958466654,-1.86921280470911
-11.2543962325756,13.5306122445534,10.6810476995785,11.0842904116305,12.9741660898584,14.7156948061341,14.807062691559,14.4589644637302,12.8859477851051,13.597375332891,12.4568825822011,12.7738897049894,13.3665018998806,14.2226962558453
-8.75056339730779,-5.66726834489471,-5.20010827780746,-4.12100738683159,-5.7100529243503,-6.12149787807416,-5.15963971203925,-5.2310379617907,-5.69245848254491,-5.81344100393055,-5.44767103558315,-5.33060536200741,-6.17222581284611,-4.74760957848102
-11.5043305204108,-6.39470526920833,-6.10135232131892,-6.20687372657354,-5.15541755084032,-5.3906157378893,-4.39398397141826,-3.76220308093221,-5.69558981730234,-5.00805872826462,-4.64773701463216,-4.48840160351762,-4.37376069486252,-4.79673682107274
-8.59586878876713,-5.21705179173815,-2.66146915536679,-2.88993068190652,-2.04451782680589,-2.14226777472424,-3.51026108363304,-3.20963995828658,-3.49073285562533,-3.44204288842627,-3.38139533252811,-3.08969363563305,-3.0722171369114,-2.62417084747262
-15.1539706703487,-5.62313119241429,-6.18680334122719,-4.46589960727453,-3.93148371679374,-5.32595176360687,-5.38389006744962,-5.07513471057954,-5.30724890660958,-5.11970086313813,-5.15221826945075,-5.49426869500297,-5.75963168833264,-5.468426713214
-11.2436048273439,-4.28946965832234,-4.00894002338988,-3.38046887872658,-5.50711263178581,-5.50656926274765,-6.13524764155292,-5.33194029220697,-5.85171640082526,-6.26073060328024,-6.03673238411495,-6.41893690788268,-6.32040743374113,-6.22229149184035
-11.311430761624,-9.38189053850935,-11.1745712602787,-7.89401808648051,-8.49692137844369,-0.437013401861319,-2.54910643816633,-1.49247991840129,-2.19389452224349,-1.8943704624877,-1.33931828872058,-1.31105796086458,-1.26276992297059,-0.213848753693029
-7.34502181918895,-7.7296521193901,-5.63429891256867,-7.1809418086386,-2.74036258247695,-1.63305039257619,-4.64051340242897,2.5081964235212,2.34151699064411,2.98241951594097,2.52435365724672,2.73014498159213,2.2073043441852,2.21089454865116
-15.9604642030431,-2.05758981947675,-6.78359414752095,-7.14033306742357,-6.62484882845806,-6.48813135270971,-6.36210033515818,-7.12053241161967,-6.89811891374127,-6.8896825068553,-6.82088037449289,-6.31187551281046,-6.66366382585084,-7.06103984912576
-0.0309412342294695,6.92009869738325,10.9787176777638,6.98528480364257,7.28324316096759,8.20998429704891,7.43203675612143,7.46428207371612,6.53291504949532,5.358589669396,5.40190123863792,5.53324066648118,6.39384364062918,5.75031592201287
